2018-11-22 17:59:38,1
2018-11-22 07:00:05,1
2018-11-22 07:00:45,1
2018-11-22 07:01:57,1
2018-11-22 07:02:54,1
2018-11-22 07:03:47,2
2018-11-22 07:05:11,5
2018-11-22 07:05:29,5
2018-11-22 07:05:57,6
2018-11-22 07:06:51,8
2018-11-22 07:07:43,7
2018-11-22 07:08:47,8
2018-11-22 07:09:31,7
2018-11-22 07:10:57,7
2018-11-22 07:11:29,7
2018-11-22 07:12:15,0
2018-11-22 07:16:08,2
2018-11-22 07:18:14,2
2018-11-22 07:18:57,2
2018-11-22 07:19:40,2
2018-11-22 07:20:08,2
2018-11-22 07:20:42,3
2018-11-22 07:21:48,3
2018-11-22 07:22:24,2
2018-11-22 07:23:53,2
2018-11-22 07:24:58,0
2018-11-22 07:26:05,0
2018-11-22 07:26:59,0
2018-11-22 07:28:43,0
2018-11-22 07:29:59,0
2018-11-22 07:30:36,0
2018-11-22 07:32:20,0
2018-11-22 07:34:06,0
2018-11-22 07:35:00,0
2018-11-22 07:35:54,0
2018-11-22 07:36:48,0
2018-11-22 07:37:42,1
2018-11-22 07:38:24,1
2018-11-22 07:38:53,0
2018-11-22 07:45:09,1
2018-11-22 07:45:25,1
2018-11-22 07:47:13,1
2018-11-22 07:49:32,2
2018-11-22 07:50:46,2
2018-11-22 07:51:12,2
2018-11-22 07:52:08,3
2018-11-22 07:53:31,5
2018-11-22 07:54:23,10
2018-11-22 07:55:31,10
2018-11-22 07:56:19,10
2018-11-22 07:56:52,10
2018-11-22 07:57:45,10
2018-11-22 07:58:28,9
2018-11-22 08:00:55,9
2018-11-22 08:01:18,9
2018-11-22 08:03:14,9
2018-11-22 08:03:36,9
2018-11-22 08:05:28,0
2018-11-22 08:11:04,15
2018-11-22 08:14:52,13
2018-11-22 08:15:05,13
2018-11-22 08:16:09,11
2018-11-22 08:17:13,11
2018-11-22 08:18:17,11
2018-11-22 08:19:30,11
2018-11-22 08:22:13,11
2018-11-22 08:23:14,7
2018-11-22 08:24:16,4
2018-11-22 08:25:18,2
2018-11-22 08:26:20,1
2018-11-22 08:27:20,1
2018-11-22 08:28:40,1
2018-11-22 08:29:37,1
2018-11-22 08:30:34,1
2018-11-22 08:31:31,1
2018-11-22 08:32:29,5
2018-11-22 08:33:34,6
2018-11-22 08:35:47,6
2018-11-22 08:36:23,6
2018-11-22 08:36:31,7
2018-11-22 08:37:22,0
2018-11-22 08:38:53,17
2018-11-22 08:40:24,25
2018-11-22 08:41:55,27
2018-11-22 08:43:27,28
