2018-11-26 04:44:49.811693,3,,,,,,,,,,
,,,4,5,6,7,8,9,10,11,12
2018-11-26 04:53:00.680529,2,,3,"2,33333333333333","6,11538461538462","14,4636363636364","13,4838709677419","14,9636363636364","17,5647058823529",,
,,,,,,,,,,,
2018-11-26 04:54:52.146736,3,,13,14,15,16,17,18,,,
,,,5,"23,6621621621622","13,109243697479","15,7777777777778",,,,,
2018-11-26 04:54:53.047661,4,,,,,,,,,,
,,,,,,,,,,,
2018-11-26 05:36:50.861981,2,,,,,,,,,,
,,,,,,,,,,,
2018-11-26 05:41:34.925399,3,,,,,,,,,,
,,,,,,,,,,,
2018-11-26 05:59:54.532503,2,,,,,,,,,,
,,,,,,,,,,,
2018-11-26 06:06:57.408477,3,,,,,,,,,,
,,,,,,,,,,,
2018-11-26 06:08:43.394911,2,,,,,,,,,,
,,,,,,,,,,,
2018-11-26 06:09:20.931711,3,,,,,,,,,,
,,,,,,,,,,,
2018-11-26 06:09:47.186591,4,,,,,,,,,,
,,,,,,,,,,,
2018-11-26 06:10:14.936715,5,,,,,,,,,,
,,,,,,,,,,,
2018-11-26 06:10:47.418155,6,,,,,,,,,,
,,,,,,,,,,,
2018-11-26 06:10:47.542923,7,,,,,,,,,,
,,,,,,,,,,,
2018-11-26 06:11:10.963642,8,,,,,,,,,,
,,,,,,,,,,,
2018-11-26 06:12:50.868531,9,,,,,,,,,,
,,,,,,,,,,,
2018-11-26 06:13:00.062255,10,,,,,,,,,,
,,,,,,,,,,,
2018-11-26 06:13:21.430134,9,,,,,,,,,,
,,,,,,,,,,,
2018-11-26 06:13:33.778452,8,,,,,,,,,,
,,,,,,,,,,,
2018-11-26 06:13:47.531459,7,,,,,,,,,,
,,,,,,,,,,,
2018-11-26 06:15:56.321556,8,,,,,,,,,,
,,,,,,,,,,,
2018-11-26 06:16:04.015999,9,,,,,,,,,,
,,,,,,,,,,,
2018-11-26 06:17:52.188229,10,,,,,,,,,,
,,,,,,,,,,,
2018-11-26 06:18:24.718943,11,,,,,,,,,,
,,,,,,,,,,,
2018-11-26 06:26:49.390015,2,,,,,,,,,,
,,,,,,,,,,,
2018-11-26 06:29:44.254726,3,,,,,,,,,,
,,,,,,,,,,,
2018-11-26 06:51:17.993165,2,,,,,,,,,,
,,,,,,,,,,,
2018-11-26 06:54:18.080345,3,,,,,,,,,,
,,,,,,,,,,,
2018-11-26 06:54:30.289237,4,,,,,,,,,,
,,,,,,,,,,,
