2018-11-25 05:48:08.007354,2
2018-11-25 05:50:05.686788,3
2018-11-25 06:02:32.022005,2
2018-11-25 06:04:16.480700,3
2018-11-25 06:12:16.585270,2
2018-11-25 06:16:00.854645,3
2018-11-25 06:20:30.457831,4
2018-11-25 07:21:43.355492,2
2018-11-25 07:22:15.127483,3
2018-11-25 07:28:51.863331,2
2018-11-25 07:31:38.728957,3
2018-11-25 07:32:52.622922,4
2018-11-25 07:32:53.110510,5
2018-11-25 07:34:15.504383,6
2018-11-25 07:36:06.001620,5
2018-11-25 07:38:00.478905,4
2018-11-25 07:39:20.270221,5
2018-11-25 07:40:29.230784,6
2018-11-25 07:43:43.224835,5
2018-11-25 07:45:29.809443,6
2018-11-25 07:49:31.184603,5
2018-11-25 07:51:05.010852,6
2018-11-25 07:52:31.182782,7
2018-11-25 07:54:56.952495,8
2018-11-25 07:54:59.413633,9
2018-11-25 07:55:20.779319,8
2018-11-25 07:55:39.077836,9
2018-11-25 07:55:45.055855,8
2018-11-25 07:58:24.510190,9
2018-11-25 07:59:11.152973,7
2018-11-25 08:00:17.340533,6
2018-11-25 08:00:37.629724,7
2018-11-25 08:01:34.563607,8
2018-11-25 08:02:11.485165,9
2018-11-25 08:04:34.038261,8
2018-11-25 08:04:38.995233,7
2018-11-25 08:05:04.002780,6
2018-11-25 08:05:24.000752,4
2018-11-25 08:05:38.020568,3
2018-11-25 08:18:49.061387,2
2018-11-25 08:26:39.843937,3
2018-11-25 08:29:22.451131,4
2018-11-25 08:32:22.493155,2
2018-11-25 08:33:16.789894,3
2018-11-25 08:43:18.140141,4
2018-11-25 08:44:22.480326,5
2018-11-25 08:47:17.338177,4
2018-11-25 08:49:28.594145,5
2018-11-25 08:49:37.022724,6
2018-11-25 08:49:41.717983,7
2018-11-25 08:49:46.704170,8
2018-11-25 08:49:55.612597,9
2018-11-25 08:51:04.110498,10
2018-11-25 08:51:54.228781,11
2018-11-25 08:51:57.711201,12
2018-11-25 08:52:03.074492,13
2018-11-25 08:52:36.313152,14
2018-11-25 08:53:55.050860,12
2018-11-25 08:54:05.725979,13
2018-11-25 08:54:53.799637,12
2018-11-25 08:55:25.252468,11
2018-11-25 08:55:47.720251,10
