2018-11-25 05:11:44.815401,1,,,,,,,,
,,,,,,,,,
2018-11-25 05:28:56.855213,2,,5,6,7,8,9,10,11
,,,2,2,4,6,4,10,10
2018-11-25 06:14:54.013778,1,,,,,,,,
,,,12,13,14,15,16,17,18
2018-11-25 06:37:58.031474,2,,"8,1",8,7,10,"8,24615384615385","4,44444444444444","6,83333333333333"
,,,,,,,,,
2018-11-25 06:43:17.891556,1,,19,20,,,,,
,,,"6,29230769230769","2,85714285714286",,,,,
2018-11-25 06:55:49.428055,2,,,,,,,,
,,,,,,,,,
2018-11-25 06:56:26.497993,3,,,,,,,,
,,,,,,,,,
2018-11-25 07:00:00.621544,2,,,,,,,,
,,,,,,,,,
2018-11-25 07:00:06.410847,3,,,,,,,,
,,,,,,,,,
2018-11-25 07:01:33.301785,4,,,,,,,,
,,,,,,,,,
2018-11-25 07:03:08.000826,5,,,,,,,,
,,,,,,,,,
2018-11-25 07:03:10.032806,6,,,,,,,,
,,,,,,,,,
2018-11-25 07:03:17.426077,7,,,,,,,,
,,,,,,,,,
2018-11-25 07:03:41.345195,8,,,,,,,,
,,,,,,,,,
2018-11-25 07:05:04.994113,7,,,,,,,,
,,,,,,,,,
2018-11-25 07:05:47.277192,6,,,,,,,,
,,,,,,,,,
2018-11-25 07:06:27.034563,7,,,,,,,,
,,,,,,,,,
2018-11-25 07:07:37.629414,6,,,,,,,,
,,,,,,,,,
2018-11-25 07:10:06.313016,3,,,,,,,,
,,,,,,,,,
2018-11-25 07:10:53.003088,2,,,,,,,,
,,,,,,,,,
2018-11-25 07:11:15.092422,3,,,,,,,,
,,,,,,,,,
2018-11-25 07:15:25.281496,2,,,,,,,,
,,,,,,,,,
2018-11-25 07:19:06.067103,1,,,,,,,,
,,,,,,,,,
2018-11-25 07:21:56.269691,2,,,,,,,,
,,,,,,,,,
2018-11-25 07:22:02.966089,3,,,,,,,,
,,,,,,,,,
2018-11-25 07:22:26.998178,4,,,,,,,,
,,,,,,,,,
2018-11-25 07:23:06.620259,3,,,,,,,,
,,,,,,,,,
2018-11-25 07:33:02.755690,1,,,,,,,,
,,,,,,,,,
2018-11-25 07:36:59.150406,2,,,,,,,,
,,,,,,,,,
2018-11-25 07:37:00.885503,3,,,,,,,,
,,,,,,,,,
2018-11-25 07:37:39.290070,4,,,,,,,,
,,,,,,,,,
2018-11-25 07:37:59.592295,5,,,,,,,,
,,,,,,,,,
2018-11-25 07:42:00.796368,4,,,,,,,,
,,,,,,,,,
2018-11-25 07:45:06.971049,3,,,,,,,,
,,,,,,,,,
2018-11-25 07:45:52.470247,4,,,,,,,,
,,,,,,,,,
2018-11-25 07:46:05.445053,5,,,,,,,,
,,,,,,,,,
2018-11-25 07:46:33.366903,4,,,,,,,,
,,,,,,,,,
2018-11-25 07:46:54.525708,5,,,,,,,,
,,,,,,,,,
2018-11-25 07:49:55.229297,4,,,,,,,,
,,,,,,,,,
2018-11-25 07:50:41.449042,5,,,,,,,,
,,,,,,,,,
2018-11-25 07:50:57.609307,6,,,,,,,,
,,,,,,,,,
2018-11-25 07:51:20.354465,5,,,,,,,,
,,,,,,,,,
2018-11-25 07:51:26.494055,4,,,,,,,,
,,,,,,,,,
2018-11-25 07:52:57.347196,5,,,,,,,,
,,,,,,,,,
2018-11-25 07:56:47.963756,6,,,,,,,,
,,,,,,,,,
2018-11-25 07:56:54.796640,5,,,,,,,,
,,,,,,,,,
2018-11-25 07:57:05.277805,4,,,,,,,,
,,,,,,,,,
2018-11-25 07:59:32.852075,3,,,,,,,,
,,,,,,,,,
2018-11-25 08:03:02.968397,2,,,,,,,,
,,,,,,,,,
2018-11-25 08:08:50.014129,1,,,,,,,,
,,,,,,,,,
2018-11-25 08:34:32.898486,2,,,,,,,,
,,,,,,,,,
2018-11-25 08:35:00.341150,3,,,,,,,,
,,,,,,,,,
2018-11-25 08:39:12.884648,2,,,,,,,,
,,,,,,,,,
2018-11-25 08:39:22.718266,3,,,,,,,,
,,,,,,,,,
2018-11-25 08:40:16.706398,4,,,,,,,,
,,,,,,,,,
2018-11-25 08:41:37.169125,5,,,,,,,,
,,,,,,,,,
2018-11-25 08:42:43.546378,6,,,,,,,,
,,,,,,,,,
2018-11-25 08:45:00.043837,7,,,,,,,,
,,,,,,,,,
2018-11-25 08:45:02.188619,8,,,,,,,,
,,,,,,,,,
2018-11-25 08:45:30.905380,9,,,,,,,,
,,,,,,,,,
2018-11-25 08:45:44.944599,8,,,,,,,,
,,,,,,,,,
2018-11-25 08:46:17.439059,9,,,,,,,,
,,,,,,,,,
2018-11-25 08:46:31.031381,8,,,,,,,,
,,,,,,,,,
2018-11-25 08:46:49.390339,7,,,,,,,,
,,,,,,,,,
2018-11-25 08:48:48.664279,8,,,,,,,,
,,,,,,,,,
2018-11-25 08:49:21.791084,6,,,,,,,,
,,,,,,,,,
2018-11-25 08:50:18.511689,5,,,,,,,,
,,,,,,,,,
2018-11-25 08:51:39.195132,6,,,,,,,,
,,,,,,,,,
2018-11-25 08:52:18.992592,7,,,,,,,,
,,,,,,,,,
2018-11-25 08:52:55.577198,8,,,,,,,,
,,,,,,,,,
2018-11-25 08:52:56.269704,9,,,,,,,,
,,,,,,,,,
2018-11-25 08:53:22.943923,8,,,,,,,,
,,,,,,,,,
2018-11-25 08:54:26.409531,9,,,,,,,,
,,,,,,,,,
2018-11-25 08:56:46.645376,6,,,,,,,,
,,,,,,,,,
2018-11-25 08:57:49.366362,4,,,,,,,,
,,,,,,,,,
2018-11-25 08:58:50.387928,3,,,,,,,,
,,,,,,,,,
2018-11-25 08:59:52.348557,2,,,,,,,,
,,,,,,,,,
2018-11-25 09:18:26.382250,1,,,,,,,,
,,,,,,,,,
2018-11-25 09:20:41.769228,2,,,,,,,,
,,,,,,,,,
2018-11-25 09:21:22.280338,3,,,,,,,,
,,,,,,,,,
2018-11-25 09:26:41.374416,1,,,,,,,,
,,,,,,,,,
2018-11-25 09:28:17.447747,2,,,,,,,,
,,,,,,,,,
2018-11-25 09:30:01.918288,3,,,,,,,,
,,,,,,,,,
2018-11-25 09:30:06.672338,4,,,,,,,,
,,,,,,,,,
2018-11-25 09:34:44.042021,2,,,,,,,,
,,,,,,,,,
2018-11-25 09:34:45.493592,3,,,,,,,,
,,,,,,,,,
2018-11-25 09:34:51.375403,4,,,,,,,,
,,,,,,,,,
2018-11-25 09:34:56.133487,5,,,,,,,,
,,,,,,,,,
2018-11-25 09:35:05.045445,6,,,,,,,,
,,,,,,,,,
2018-11-25 09:37:14.327578,5,,,,,,,,
,,,,,,,,,
2018-11-25 09:39:07.369075,4,,,,,,,,
,,,,,,,,,
2018-11-25 09:45:05.391967,5,,,,,,,,
,,,,,,,,,
2018-11-25 09:50:01.742970,4,,,,,,,,
,,,,,,,,,
2018-11-25 09:50:03.039910,5,,,,,,,,
,,,,,,,,,
2018-11-25 09:58:07.765643,4,,,,,,,,
,,,,,,,,,
2018-11-25 09:59:25.704475,5,,,,,,,,
,,,,,,,,,
2018-11-25 10:00:48.289289,6,,,,,,,,
,,,,,,,,,
2018-11-25 10:07:35.874511,7,,,,,,,,
,,,,,,,,,
2018-11-25 10:13:57.663392,8,,,,,,,,
,,,,,,,,,
2018-11-25 10:14:27.226927,7,,,,,,,,
,,,,,,,,,
2018-11-25 10:17:32.731868,6,,,,,,,,
,,,,,,,,,
2018-11-25 10:18:07.858477,5,,,,,,,,
,,,,,,,,,
2018-11-25 10:20:07.984000,4,,,,,,,,
,,,,,,,,,
2018-11-25 10:20:33.123135,2,,,,,,,,
,,,,,,,,,
2018-11-25 10:21:41.908722,3,,,,,,,,
,,,,,,,,,
2018-11-25 10:27:32.569106,4,,,,,,,,
,,,,,,,,,
2018-11-25 10:30:42.396791,5,,,,,,,,
,,,,,,,,,
2018-11-25 10:32:15.956130,3,,,,,,,,
,,,,,,,,,
2018-11-25 10:36:00.941760,2,,,,,,,,
,,,,,,,,,
2018-11-25 10:36:53.388850,3,,,,,,,,
,,,,,,,,,
2018-11-25 10:41:35.316521,4,,,,,,,,
,,,,,,,,,
2018-11-25 10:41:45.448522,5,,,,,,,,
,,,,,,,,,
2018-11-25 10:42:02.101159,6,,,,,,,,
,,,,,,,,,
2018-11-25 10:42:52.712283,7,,,,,,,,
,,,,,,,,,
2018-11-25 10:43:07.964115,6,,,,,,,,
,,,,,,,,,
2018-11-25 10:43:44.506053,7,,,,,,,,
,,,,,,,,,
2018-11-25 10:44:28.439036,8,,,,,,,,
,,,,,,,,,
2018-11-25 10:47:07.011542,7,,,,,,,,
,,,,,,,,,
2018-11-25 10:48:11.164602,8,,,,,,,,
,,,,,,,,,
2018-11-25 10:48:14.728267,9,,,,,,,,
,,,,,,,,,
2018-11-25 10:48:26.034101,10,,,,,,,,
,,,,,,,,,
2018-11-25 10:49:03.445785,11,,,,,,,,
,,,,,,,,,
2018-11-25 10:49:27.450552,12,,,,,,,,
,,,,,,,,,
2018-11-25 10:49:29.067791,13,,,,,,,,
,,,,,,,,,
2018-11-25 10:49:58.234394,12,,,,,,,,
,,,,,,,,,
2018-11-25 10:51:01.945072,13,,,,,,,,
,,,,,,,,,
2018-11-25 10:51:09.827361,14,,,,,,,,
,,,,,,,,,
2018-11-25 10:51:33.389472,13,,,,,,,,
,,,,,,,,,
2018-11-25 10:51:57.833638,14,,,,,,,,
,,,,,,,,,
2018-11-25 10:52:15.651953,15,,,,,,,,
,,,,,,,,,
2018-11-25 10:52:23.485087,14,,,,,,,,
,,,,,,,,,
2018-11-25 10:52:26.699937,13,,,,,,,,
,,,,,,,,,
2018-11-25 10:52:42.621814,14,,,,,,,,
,,,,,,,,,
2018-11-25 10:53:18.459457,15,,,,,,,,
,,,,,,,,,
2018-11-25 10:53:28.183299,16,,,,,,,,
,,,,,,,,,
2018-11-25 10:53:28.993116,17,,,,,,,,
,,,,,,,,,
2018-11-25 10:54:00.792961,16,,,,,,,,
,,,,,,,,,
2018-11-25 10:54:21.304610,15,,,,,,,,
,,,,,,,,,
2018-11-25 10:54:44.818868,16,,,,,,,,
,,,,,,,,,
2018-11-25 10:55:14.890939,14,,,,,,,,
,,,,,,,,,
2018-11-25 10:55:23.679103,15,,,,,,,,
,,,,,,,,,
2018-11-25 10:55:42.319511,14,,,,,,,,
,,,,,,,,,
2018-11-25 10:57:00.933844,13,,,,,,,,
,,,,,,,,,
2018-11-25 10:57:18.473992,11,,,,,,,,
,,,,,,,,,
2018-11-25 10:57:43.484905,9,,,,,,,,
,,,,,,,,,
2018-11-25 10:58:07.632907,8,,,,,,,,
,,,,,,,,,
2018-11-25 10:58:19.008244,9,,,,,,,,
,,,,,,,,,
2018-11-25 10:58:59.242465,10,,,,,,,,
,,,,,,,,,
2018-11-25 10:59:23.090578,11,,,,,,,,
,,,,,,,,,
2018-11-25 10:59:25.347272,12,,,,,,,,
,,,,,,,,,
2018-11-25 10:59:45.626499,13,,,,,,,,
,,,,,,,,,
2018-11-25 11:00:05.792077,12,,,,,,,,
,,,,,,,,,
2018-11-25 11:00:17.446170,13,,,,,,,,
,,,,,,,,,
2018-11-25 11:02:30.702371,12,,,,,,,,
,,,,,,,,,
2018-11-25 11:02:30.815452,13,,,,,,,,
,,,,,,,,,
2018-11-25 11:02:51.712587,12,,,,,,,,
,,,,,,,,,
2018-11-25 11:03:01.150327,13,,,,,,,,
,,,,,,,,,
2018-11-25 11:03:11.656166,14,,,,,,,,
,,,,,,,,,
2018-11-25 11:03:31.186069,12,,,,,,,,
,,,,,,,,,
2018-11-25 11:04:00.025232,11,,,,,,,,
,,,,,,,,,
2018-11-25 11:04:49.177225,10,,,,,,,,
,,,,,,,,,
2018-11-25 11:05:11.704649,11,,,,,,,,
,,,,,,,,,
2018-11-25 11:05:13.814332,12,,,,,,,,
,,,,,,,,,
2018-11-25 11:05:17.314552,13,,,,,,,,
,,,,,,,,,
2018-11-25 11:05:23.437140,12,,,,,,,,
,,,,,,,,,
2018-11-25 11:06:01.029553,13,,,,,,,,
,,,,,,,,,
2018-11-25 11:07:32.055148,14,,,,,,,,
,,,,,,,,,
2018-11-25 11:08:55.364150,15,,,,,,,,
,,,,,,,,,
