Line,Timestamp,Passengers,Gone_up,Went_down
6,1542887221,6,0,0
6,1542887312,6,0,0
6,1542887404,4,0,2
6,1542887496,3,0,1
6,1542887587,2,0,1
6,1542887679,2,0,0
6,1542887770,2,0,0
6,1542887862,0,0,2
6,1542887954,0,0,0
6,1542887993,2,2,0
6,1542888071,2,0,0
6,1542888083,4,2,0
6,1542888149,4,0,0
6,1542888235,8,4,0
6,1542888248,8,0,0
6,1542888278,8,0,0
6,1542888325,8,0,0
6,1542888444,10,2,0
6,1542888485,10,0,0
6,1542888519,11,1,0
6,1542888579,11,0,0
6,1542888588,13,2,0
6,1542888670,11,1,3
6,1542888737,9,0,2
6,1542888935,15,7,1
6,1542889099,17,3,1
6,1542889213,17,2,2
6,1542889375,17,0,0
6,1542889388,21,4,0
6,1542889479,24,7,4
6,1542889535,25,3,2
6,1542889639,23,2,4
6,1542889730,17,0,6
6,1542889800,19,2,0
6,1542889861,19,0,0
6,1542889894,17,1,3
6,1542890049,15,0,2
6,1542890104,15,0,0
6,1542890127,14,0,1
6,1542890164,13,0,1
6,1542890225,12,0,1
6,1542890271,12,0,0
6,1542890347,12,0,0
6,1542890387,12,0,0
6,1542890448,11,0,1
6,1542890482,10,0,1
6,1542890600,9,0,1
6,1542890680,7,0,2
6,1542890722,7,0,0
6,1542890781,7,1,1
6,1542891052,2,0,5
6,1542891123,0,0,2
6,1542891211,7,7,0
6,1542891300,59,52,0
6,1542891389,64,5,0
6,1542891477,64,0,0
6,1542891566,64,0,0
6,1542891655,79,15,0
6,1542891743,80,4,3
6,1542891832,82,2,0
6,1542891921,83,1,0
6,1542892009,83,0,0
6,1542892098,81,0,2
6,1542892187,82,3,2
6,1542892275,79,0,3
6,1542892364,78,1,2
6,1542892453,77,0,1
6,1542892541,77,3,3
6,1542892630,62,0,15
6,1542892719,63,3,2
6,1542892807,58,12,17
6,1542892896,55,7,10
6,1542892985,58,11,8
6,1542893074,59,6,5
6,1542893162,56,2,5
6,1542893251,52,0,4
6,1542893340,65,23,10
6,1542893428,65,0,0
6,1542893517,60,0,5
6,1542893606,57,1,4
6,1542893694,55,0,2
6,1542893783,54,0,1
6,1542893872,52,0,2
6,1542893960,47,0,5
6,1542894049,47,0,0
6,1542894138,42,0,5
6,1542894226,32,0,10
6,1542894315,30,0,2
6,1542894404,28,0,2
6,1542894492,17,1,12
6,1542894581,15,0,2
6,1542894670,14,2,3
6,1542894758,11,0,3
6,1542894847,5,0,6
6,1542894936,0,0,5
6,1542895025,4,4,0
6,1542895065,5,1,0
6,1542895082,5,0,0
6,1542895124,5,0,0
6,1542895158,5,0,0
6,1542895222,5,0,0
6,1542895268,6,1,0
6,1542895297,6,0,0
6,1542895365,10,4,0
6,1542895458,10,0,0
6,1542895502,12,2,0
6,1542895550,12,0,0
6,1542895597,13,2,1
6,1542895635,14,1,0
6,1542895732,15,2,1
6,1542895794,17,3,1
6,1542896119,23,11,5
6,1542896291,23,8,8
6,1542896370,25,5,3
6,1542896496,34,9,0
6,1542896553,35,6,5
6,1542896641,34,5,6
6,1542896738,29,4,9
6,1542896874,27,0,2
6,1542896993,27,3,3
6,1542897145,27,4,4
6,1542897290,33,6,0
6,1542897394,28,0,5
6,1542897640,26,4,6
6,1542897701,30,6,2
6,1542897768,33,3,0
6,1542897811,30,0,3
6,1542897885,25,2,7
6,1542897932,28,3,0
6,1542898035,27,0,1
6,1542898098,23,2,6
6,1542898148,19,1,5
6,1542898214,12,0,7
6,1542898336,8,2,6
6,1542898417,5,0,3
6,1542898465,1,0,4
6,1542898526,1,0,0
6,1542898850,0,0,1
6,1542898918,0,0,0
6,1542898995,7,7,0
6,1542899073,9,2,0
6,1542899150,7,1,3
6,1542899228,7,0,0
6,1542899306,7,0,0
6,1542899383,4,0,3
6,1542899461,11,7,0
6,1542899538,10,4,5
6,1542899616,10,0,0
6,1542899694,5,1,6
6,1542899771,5,0,0
6,1542899849,2,1,4
6,1542899926,0,1,3
6,1542900004,0,0,0
6,1542900082,5,5,0
6,1542900159,7,2,0
6,1542900237,13,8,2
6,1542900315,11,0,2
6,1542900392,6,1,6
6,1542900470,5,3,4
6,1542900547,5,1,1
6,1542900625,11,6,0
6,1542900703,9,0,2
6,1542900780,6,0,3
6,1542900858,10,5,1
6,1542900935,8,1,3
6,1542901013,6,0,2
6,1542901091,4,0,2
6,1542901168,4,0,0
6,1542901246,2,0,2
6,1542901324,2,0,0
6,1542901401,3,3,2
6,1542901479,3,0,0
6,1542901556,6,4,1
6,1542901634,4,0,2
6,1542901712,4,0,0
6,1542901789,4,0,0
6,1542901867,5,1,0
6,1542901944,0,0,5
6,1542902022,0,0,0
6,1542902100,0,0,0
6,1542902177,0,0,0
6,1542902255,0,0,0
6,1542902333,3,3,0
6,1542902362,1,0,2
6,1542902475,2,1,0
6,1542902513,0,0,2
6,1542902554,1,1,0
6,1542902632,4,4,1
6,1542902673,4,0,0
6,1542902695,5,6,5
6,1542902757,6,1,0
6,1542902856,4,0,2
6,1542902871,6,2,0
6,1542902901,6,0,0
6,1542902994,6,0,0
6,1542903005,7,1,0
6,1542903094,8,2,1
6,1542903160,7,0,1
6,1542903341,8,1,0
6,1542903480,4,0,4
6,1542903608,4,0,0
6,1542903716,5,2,1
6,1542903780,5,0,0
6,1542903859,3,1,3
6,1542903943,7,4,0
6,1542904018,1,0,6
6,1542904102,3,2,0
6,1542904174,1,0,2
6,1542904251,2,1,0
6,1542904309,3,3,2
6,1542904508,2,0,1
6,1542904578,6,5,1
6,1542904613,5,0,1
6,1542904640,4,0,1
6,1542904707,4,0,0
6,1542904750,1,0,3
6,1542904851,1,0,0
6,1542904909,0,0,1
6,1542904961,0,0,0
6,1542904993,0,0,0
6,1542905115,0,0,0
6,1542905184,0,0,0
6,1542905203,0,0,0
6,1542905265,0,0,0
6,1542905561,0,0,0
6,1542905631,0,0,0
6,1542905717,5,5,0
6,1542905803,6,3,2
6,1542905889,6,0,0
6,1542905976,6,1,1
6,1542906062,6,0,0
6,1542906148,13,7,0
6,1542906235,14,2,1
6,1542906321,22,8,0
6,1542906407,20,0,2
6,1542906493,21,1,0
6,1542906580,24,3,0
6,1542906666,24,1,1
6,1542906752,24,0,0
6,1542906839,21,1,4
6,1542906925,21,0,0
6,1542907011,25,10,6
6,1542907098,25,0,0
6,1542907184,24,3,4
6,1542907270,26,2,0
6,1542907356,15,0,11
6,1542907443,15,0,0
6,1542907529,11,9,13
6,1542907615,11,0,0
6,1542907702,11,0,0
6,1542907788,12,1,0
6,1542907874,5,0,7
6,1542907960,9,4,0
6,1542908047,7,0,2
6,1542908133,12,9,4
6,1542908219,12,0,0
6,1542908306,7,0,5
6,1542908392,7,0,0
6,1542908478,4,0,3
6,1542908565,2,2,4
6,1542908651,2,0,0
6,1542908737,2,0,0
6,1542908823,0,0,2
6,1542908910,0,0,0
6,1542908996,0,0,0
6,1542909082,0,0,0
6,1542909169,0,0,0
6,1542909255,0,0,0
6,1542909341,0,0,0
6,1542909428,2,2,0
6,1542909457,2,0,0
6,1542909499,2,0,0
6,1542909533,2,0,0
6,1542909551,2,0,0
6,1542909614,2,0,0
6,1542909645,3,1,0
6,1542909699,3,0,0
6,1542909740,5,2,0
6,1542909847,5,0,0
6,1542909887,8,3,0
6,1542909920,8,0,0
6,1542910013,7,0,1
6,1542910031,11,4,0
6,1542910088,9,0,2
6,1542910148,7,0,2
6,1542910523,12,5,0
6,1542910637,12,0,0
6,1542910757,12,2,2
6,1542910845,12,0,0
6,1542910897,9,0,3
6,1542911015,11,2,0
6,1542911109,7,0,4
6,1542911258,7,0,0
6,1542911302,10,3,0
6,1542911322,7,0,3
6,1542911416,4,0,3
6,1542911461,8,4,0
6,1542911629,6,0,2
6,1542911670,6,0,0
6,1542911726,3,0,3
6,1542911761,1,0,2
6,1542911818,0,0,1
6,1542911879,0,0,0
6,1542911972,2,2,0
6,1542912031,2,0,0
6,1542912081,0,0,2
6,1542912113,0,0,0
6,1542912224,0,0,0
6,1542912277,0,0,0
6,1542912316,0,0,0
6,1542912372,0,0,0
6,1542912651,0,0,0
6,1542912725,0,0,0
6,1542913142,2,2,0
6,1542913220,2,0,0
6,1542913450,3,1,0
6,1542913490,3,0,0
6,1542913542,4,1,0
6,1542913582,4,0,0
6,1542913661,5,1,0
6,1542913697,5,0,0
6,1542913805,4,2,3
6,1542913865,4,0,0
6,1542913915,5,1,0
6,1542913958,5,0,0
6,1542914058,4,0,1
6,1542914132,4,0,0
6,1542914187,7,3,0
6,1542914332,7,0,0
6,1542914367,8,2,1
6,1542914443,8,0,0
6,1542914547,8,0,0
6,1542914652,12,4,0
6,1542914768,12,0,0
6,1542914881,7,1,6
6,1542914934,9,2,0
6,1542915028,7,0,2
6,1542915105,9,2,0
6,1542915278,5,0,4
6,1542915385,6,1,0
6,1542915420,3,0,3
6,1542915485,9,6,0
6,1542915503,10,1,0
6,1542915569,10,0,0
6,1542915581,12,3,1
6,1542915675,14,2,0
6,1542915715,12,0,2
6,1542915773,12,0,0
6,1542915811,10,0,2
6,1542915872,3,0,7
6,1542915922,0,0,3
6,1542915933,0,0,0
6,1542915991,0,0,0
6,1542916010,0,0,0
6,1542916274,0,0,0
6,1542916538,0,0,0
6,1542916803,2,2,0
6,1542917059,2,0,0
6,1542917109,4,2,0
6,1542917118,4,0,0
6,1542917165,8,4,0
6,1542917251,11,3,0
6,1542917260,10,0,1
6,1542917279,11,1,0
6,1542917332,11,0,0
6,1542917420,13,2,0
6,1542917434,15,3,1
6,1542917462,15,0,0
6,1542917502,13,0,2
6,1542917539,14,1,0
6,1542917611,13,0,1
6,1542917690,15,2,0
6,1542917755,19,4,0
6,1542917874,18,0,1
6,1542917905,19,3,2
6,1542918002,19,0,0
6,1542918025,20,2,1
6,1542918063,19,1,2
6,1542918141,17,0,2
6,1542918220,19,2,0
6,1542918330,19,2,2
6,1542918354,19,0,0
6,1542918386,18,1,2
6,1542918419,16,0,2
6,1542918553,16,1,1
6,1542918604,16,0,0
6,1542918631,16,3,3
6,1542918647,14,1,3
6,1542918682,15,1,0
6,1542918721,11,0,4
6,1542918790,11,0,0
6,1542918845,5,0,6
6,1542918894,0,0,5
6,1542918931,0,0,0
6,1542919106,0,0,0
6,1542919194,0,0,0
6,1542919594,3,3,0
6,1542919640,3,0,0
6,1542919870,7,4,0
6,1542919901,7,0,0
6,1542919939,5,0,2
6,1542919973,6,2,1
6,1542920039,6,0,0
6,1542920058,4,0,2
6,1542920113,5,1,0
6,1542920133,4,0,1
6,1542920169,2,0,2
6,1542920191,2,1,1
6,1542920237,2,0,0
6,1542920290,2,0,0
6,1542920326,2,0,0
6,1542920386,2,0,0
6,1542920401,2,0,0
6,1542920428,2,0,0
6,1542920559,2,0,0
6,1542920597,2,0,0
6,1542920698,2,0,0
6,1542920715,2,0,0
6,1542920866,2,0,0
6,1542920956,2,0,0
6,1542921019,0,0,2
6,1543125848,3,3,0
6,1543125927,4,2,1
6,1543125995,4,0,0
6,1543126022,7,3,0
6,1543126066,9,2,0
6,1543126132,8,0,1
6,1543126185,9,1,0
6,1543126239,11,2,0
6,1543126307,11,0,0
6,1543126331,11,0,0
6,1543126363,11,0,0
6,1543126406,11,0,0
6,1543126465,11,0,0
6,1543126479,12,1,0
6,1543126543,13,1,0
6,1543126590,13,0,0
6,1543126641,13,0,0
6,1543126658,13,0,0
6,1543126730,13,0,0
6,1543126763,13,0,0
6,1543126810,13,0,0
6,1543126843,13,0,0
6,1543127015,5,0,8
6,1543127085,0,0,5
6,1543127770,5,5,0
6,1543129099,16,5,0
6,1543131160,5,11,0
6,1543131194,16,11,0
6,1543131418,16,0,0
6,1543131454,16,0,0
6,1543131500,16,0,0
6,1543131532,18,2,0
6,1543131639,18,0,0
6,1543131702,18,0,0
6,1543131784,18,0,0
6,1543131806,19,1,0
6,1543131888,19,0,0
6,1543131915,20,1,0
6,1543132034,19,0,1
6,1543132116,17,0,2
6,1543132185,17,0,0
6,1543132256,17,0,0
6,1543132275,17,0,0
6,1543132303,16,0,1
6,1543132359,17,1,0
6,1543132465,15,0,2
6,1543132577,12,0,3
6,1543132636,12,0,0
6,1543132693,10,0,2
6,1543132779,10,0,0
6,1543132869,4,2,8
6,1543133024,4,0,0
6,1543133138,4,0,0
6,1543133184,4,0,0
6,1543133222,3,0,1
6,1543133274,3,0,0
6,1543133308,2,0,1
6,1543133351,2,0,0
6,1543133421,2,0,0
6,1543133466,2,0,0
6,1543133507,1,0,1
6,1543133549,1,0,0
6,1543133585,1,0,0
6,1543133640,1,0,0
6,1543133670,1,0,0
6,1543133693,1,0,0
6,1543133728,1,0,0
6,1543134126,1,0,0
6,1543134524,0,0,1
6,1543134922,2,2,0
6,1543134956,3,1,0
6,1543135015,6,3,0
6,1543135026,6,0,0
6,1543135085,6,0,0
6,1543135132,8,2,0
6,1543135176,8,0,0
6,1543135201,9,1,0
6,1543135267,9,0,0
6,1543135353,13,4,0
6,1543135395,13,0,0
6,1543135429,17,4,0
6,1543135519,17,0,0
6,1543135534,17,0,0
6,1543135642,17,0,0
6,1543135687,17,0,0
6,1543135789,14,4,7
6,1543136074,15,1,0
6,1543136155,16,1,0
6,1543136252,15,2,3
6,1543136302,15,3,3
6,1543136385,18,3,0
6,1543136446,18,0,0
6,1543136471,17,0,1
6,1543136518,18,2,1
6,1543136573,18,0,0
6,1543136628,18,0,0
6,1543136720,18,0,0
6,1543136787,18,0,0
6,1543136818,18,0,0
6,1543136846,18,0,0
6,1543136866,16,0,2
6,1543136905,17,1,0
6,1543136947,15,0,2
6,1543137051,15,0,0
6,1543137082,15,0,0
6,1543137126,15,0,0
6,1543137185,15,0,0
6,1543137389,4,2,13
6,1543137451,0,0,4
6,1543138364,2,2,0
6,1543138402,5,3,0
6,1543138609,5,0,0
6,1543138683,7,3,1
6,1543138730,7,0,0
6,1543138760,11,4,0
6,1543138873,11,0,0
6,1543138885,12,1,0
6,1543138970,12,0,0
6,1543139024,11,0,1
6,1543139062,11,0,0
6,1543139118,13,2,0
6,1543139159,14,1,0
6,1543139229,14,0,0
6,1543139308,14,0,0
6,1543139375,14,0,0
6,1543139450,14,0,0
6,1543139514,18,5,1
6,1543139625,18,0,0
6,1543139674,14,0,4
6,1543139753,11,0,3
6,1543139856,11,0,0
6,1543139978,8,1,4
6,1543140035,9,2,1
6,1543140275,2,1,8
6,1543140447,6,4,0
6,1543140514,7,1,0
6,1543140621,2,0,5
6,1543140694,2,0,0
6,1543140750,2,0,0
6,1543140789,2,0,0
6,1543140805,2,0,0
6,1543140874,2,0,0
6,1543140920,2,0,0
6,1543140960,1,0,1
6,1543141004,1,0,0
6,1543141037,1,0,0
6,1543141095,1,0,0
6,1543141156,0,0,1
6,1543141177,0,0,0
6,1543141207,0,0,0
6,1543141481,0,0,0
6,1543141755,0,0,0
6,1543142029,1,1,0
6,1543142064,2,1,0
6,1543142110,3,1,0
6,1543142157,8,5,0
6,1543142219,8,0,0
6,1543142268,9,1,0
6,1543142309,8,0,1
6,1543142336,8,0,0
6,1543142400,8,0,0
6,1543142501,8,0,0
6,1543142552,8,0,0
6,1543142599,10,2,0
6,1543142628,10,0,0
6,1543142639,7,0,3
6,1543142720,10,3,0
6,1543142788,11,1,0
6,1543143001,16,6,1
6,1543143137,13,2,5
6,1543143191,14,1,0
6,1543143265,13,1,2
6,1543143334,7,0,6
6,1543143431,10,4,1
6,1543143540,10,0,0
6,1543143617,10,0,0
6,1543143653,10,0,0
6,1543143677,10,0,0
6,1543143738,10,1,1
6,1543143807,10,0,0
6,1543143886,9,1,2
6,1543143933,10,1,0
6,1543143996,9,1,2
6,1543144009,8,0,1
6,1543144075,8,0,0
6,1543144119,8,0,0
6,1543144190,8,0,0
6,1543144251,8,0,0
6,1543144302,8,0,0
6,1543144336,8,0,0
6,1543144518,0,0,8
6,1543144584,0,0,0
6,1543145605,1,1,0
6,1543145637,4,3,0
6,1543145861,4,0,0
6,1543145904,4,0,0
6,1543145960,4,0,0
6,1543146006,4,0,0
6,1543146097,4,0,0
6,1543146110,6,2,0
6,1543146195,6,0,0
6,1543146247,7,1,0
6,1543146278,8,2,1
6,1543146328,9,1,0
6,1543146396,10,1,0
6,1543146461,8,0,2
6,1543146532,8,0,0
6,1543146602,8,0,0
6,1543146613,9,2,1
6,1543146773,9,2,2
6,1543146855,14,6,1
6,1543146905,10,0,4
6,1543146979,10,0,0
6,1543146996,9,0,1
6,1543147134,9,0,0
6,1543147147,8,0,1
6,1543147312,11,4,1
6,1543147489,11,1,1
6,1543147546,10,0,1
6,1543147608,5,0,5
6,1543147686,5,0,0
6,1543147709,5,0,0
6,1543147746,5,0,0
6,1543147763,5,0,0
6,1543147855,5,0,0
6,1543147901,5,0,0
6,1543147943,4,0,1
6,1543147984,4,0,0
6,1543148019,4,0,0
6,1543148085,4,0,0
6,1543148129,4,0,0
6,1543148142,3,0,1
6,1543148197,3,0,0
6,1543148494,3,0,0
6,1543148792,0,0,3
6,1543149090,0,0,0
6,1543149134,0,0,0
6,1543149161,0,0,0
6,1543149175,0,0,0
6,1543149209,0,0,0
6,1543149249,4,4,0
6,1543149304,6,2,0
6,1543149337,6,0,0
6,1543149423,6,0,0
6,1543149546,6,0,0
6,1543149593,6,0,0
6,1543149640,10,4,0
6,1543149704,10,0,0
6,1543149720,10,0,0
6,1543149783,10,0,0
6,1543149832,9,0,1
6,1543150195,10,3,2
6,1543150295,11,1,0
6,1543150334,12,2,1
6,1543150397,13,3,2
6,1543150444,13,0,0
6,1543150519,15,2,0
6,1543150630,15,1,1
6,1543150685,14,0,1
6,1543150769,13,2,3
6,1543150815,14,1,0
6,1543150875,13,0,1
6,1543150910,12,0,1
6,1543151067,11,0,1
6,1543151084,11,0,0
6,1543151148,11,0,0
6,1543151162,11,0,0
6,1543151224,10,1,2
6,1543151282,10,0,0
6,1543151361,9,0,1
6,1543151421,9,0,0
6,1543151474,9,0,0
6,1543151509,9,0,0
6,1543151692,3,3,9
6,1543151759,0,0,3
6,1543152658,3,3,0
6,1543152704,8,5,0
6,1543152932,10,2,0
6,1543152975,10,0,0
6,1543153059,10,0,0
6,1543153095,15,5,0
6,1543153210,17,2,0
6,1543153222,19,2,0
6,1543153310,20,1,0
6,1543153360,20,1,1
6,1543153417,23,3,0
6,1543153464,23,0,0
6,1543153547,23,2,2
6,1543153612,22,0,1
6,1543153680,22,0,0
6,1543153740,22,0,0
6,1543153756,22,0,0
6,1543153782,21,0,1
6,1543153836,20,0,1
6,1543153887,19,0,1
6,1543154012,10,1,10
6,1543154105,13,3,0
6,1543154238,12,0,1
6,1543154280,11,0,1
6,1543154502,18,10,3
6,1543154638,19,3,2
6,1543154726,11,0,8
6,1543154776,9,0,2
6,1543154843,5,0,4
6,1543154938,3,0,2
6,1543154997,2,0,1
6,1543155042,2,0,0
6,1543155120,2,0,0
6,1543155167,2,0,0
6,1543155216,2,0,0
6,1543155226,2,0,0
6,1543155291,2,0,0
6,1543155349,2,0,0
6,1543155383,2,0,0
6,1543155404,0,0,2
6,1543155469,0,0,0
6,1543155672,0,0,0
6,1543155876,0,0,0
6,1543156080,0,0,0
6,1543156118,1,1,0
6,1543156182,1,0,0
6,1543156192,3,2,0
6,1543156253,3,0,0
6,1543156301,4,1,0
6,1543156336,5,1,0
6,1543156396,5,0,0
6,1543156438,5,0,0
6,1543156577,6,1,0
6,1543156595,8,2,0
6,1543156649,8,0,0
6,1543156722,8,0,0
6,1543156741,17,9,0
6,1543156849,20,4,1
6,1543156920,14,0,6
6,1543157144,10,0,4
6,1543157336,10,0,0
6,1543157451,11,1,0
6,1543157543,11,0,0
6,1543157560,15,5,1
6,1543157635,16,3,2
6,1543157746,16,0,0
6,1543157787,16,0,0
6,1543157830,15,0,1
6,1543157855,15,1,1
6,1543157915,15,0,0
6,1543157951,15,1,1
6,1543158105,6,0,9
6,1543158167,6,0,0
6,1543158200,6,0,0
6,1543158220,6,0,0
6,1543158272,6,0,0
6,1543158292,6,0,0
6,1543158369,4,0,2
6,1543158432,4,0,0
6,1543158484,4,0,0
6,1543158519,4,0,0
6,1543158704,2,0,2
6,1543158776,0,0,2
6,1543159601,3,3,0
6,1543159644,3,0,0
6,1543159886,5,2,0
6,1543159931,5,0,0
6,1543159983,5,0,0
6,1543160026,5,0,0
6,1543160115,5,0,0
6,1543160168,7,2,0
6,1543160271,5,0,2
6,1543160317,7,2,0
6,1543160384,8,1,0
6,1543160433,9,1,0
6,1543160528,10,1,0
6,1543160572,11,1,0
6,1543160647,11,0,0
6,1543160716,11,0,0
6,1543160734,11,0,0
6,1543160800,11,0,0
6,1543160827,7,0,4
6,1543160892,7,2,2
6,1543161061,17,10,0
6,1543161144,17,2,2
6,1543161272,17,0,0
6,1543161357,17,0,0
6,1543161449,8,3,12
6,1543161610,7,0,1
6,1543161672,6,0,1
6,1543161741,5,0,1
6,1543161809,5,0,0
6,1543161831,4,0,1
6,1543161871,4,0,0
6,1543161887,4,0,0
6,1543161990,5,1,0
6,1543162038,3,0,2
6,1543162108,3,0,0
6,1543162151,2,0,1
6,1543162193,2,0,0
6,1543162252,1,0,1
6,1543162290,1,0,0
6,1543162308,1,0,0
6,1543162370,1,0,0
6,1543162693,1,0,0
6,1543163016,0,0,1
6,1543163340,0,0,0
6,1543163395,0,0,0
6,1543163427,0,0,0
6,1543163441,1,1,0
6,1543163469,6,5,0
6,1543163547,7,1,0
6,1543163587,7,0,0
6,1543163649,7,0,0
6,1543163802,7,0,0
6,1543163923,7,0,0
6,1543163947,8,1,0
6,1543163996,9,1,0
6,1543164055,10,1,0
6,1543164064,11,1,0
6,1543164196,12,1,0
6,1543164280,12,0,0
6,1543164428,14,2,0
6,1543164567,15,1,0
6,1543164725,15,0,0
6,1543164755,13,0,2
6,1543164803,9,2,6
6,1543164869,9,1,1
6,1543164957,10,1,0
6,1543165095,11,1,0
6,1543165140,12,1,0
6,1543165167,11,0,1
6,1543165227,10,0,1
6,1543165286,9,0,1
6,1543165441,8,0,1
6,1543165462,8,1,1
6,1543165525,7,0,1
6,1543165570,7,0,0
6,1543165654,6,0,1
6,1543165677,6,0,0
6,1543165759,4,0,2
6,1543165825,4,0,0
6,1543165885,4,0,0
6,1543165927,4,0,0
6,1543166157,4,0,0
6,1543166229,0,0,4
6,1543166753,4,4,0
6,1543166818,6,2,0
6,1543167073,6,0,0
6,1543167150,7,1,0
6,1543167232,7,0,0
6,1543167281,7,0,0
6,1543167376,7,0,0
6,1543167388,8,1,0
6,1543167486,8,0,0
6,1543167536,9,1,0
6,1543167615,11,2,0
6,1543167677,13,2,0
6,1543167732,14,1,0
6,1543167807,14,0,0
6,1543167859,14,0,0
6,1543167934,15,1,0
6,1543167949,16,1,0
6,1543168013,17,1,0
6,1543168111,17,2,2
6,1543168209,19,3,1
6,1543168299,27,8,0
6,1543168383,28,1,0
6,1543168533,27,1,2
6,1543168580,28,1,0
6,1543168795,16,6,18
6,1543168957,21,5,0
6,1543169027,19,0,2
6,1543169112,13,0,6
6,1543169181,12,0,1
6,1543169225,12,0,0
6,1543169289,10,0,2
6,1543169310,10,0,0
6,1543169399,10,0,0
6,1543169453,10,0,0
6,1543169502,6,0,4
6,1543169548,5,0,1
6,1543169619,5,0,0
6,1543169675,5,0,0
6,1543169716,2,0,3
6,1543169777,2,0,0
6,1543169840,5,3,0
6,1543170053,3,0,2
6,1543170266,0,0,3
6,1543170479,3,3,0
6,1543170529,3,0,0
6,1543170553,3,0,0
6,1543170600,0,0,3
6,1543170639,0,0,0
6,1543170699,0,0,0
6,1543170705,1,1,0
6,1543170790,1,0,0
6,1543170837,1,0,0
6,1543170956,1,0,0
6,1543170973,1,0,0
6,1543171032,1,0,0
6,1543171065,1,0,0
6,1543171083,1,0,0
6,1543171184,1,0,0
6,1543171255,1,0,0
6,1543171482,6,5,0
6,1543171636,6,0,0
6,1543171735,6,1,1
6,1543171903,6,0,0
6,1543171920,7,2,1
6,1543172001,8,2,1
6,1543172067,7,0,1
6,1543172150,7,0,0
6,1543172194,7,0,0
6,1543172220,7,0,0
6,1543172259,7,0,0
6,1543172301,6,0,1
6,1543172412,7,1,0
6,1543172481,7,0,0
6,1543172513,6,0,1
6,1543172527,6,0,0
6,1543172596,5,0,1
6,1543172648,5,0,0
6,1543172741,4,0,1
6,1543172815,4,0,0
6,1543172877,4,0,0
6,1543172920,4,0,0
6,1543173103,1,0,3
6,1543173181,0,0,1
6,1543174011,1,1,0
6,1543174067,6,5,0
6,1543174323,6,0,0
6,1543174374,6,0,0
6,1543174434,6,0,0
6,1543174495,6,0,0
6,1543174593,6,0,0
6,1543174702,6,0,0
6,1543174787,6,0,0
6,1543174823,6,0,0
6,1543174871,6,0,0
6,1543174898,8,2,0
6,1543174991,8,0,0
6,1543175056,7,0,1
6,1543175135,7,0,0
6,1543175193,8,1,0
6,1543175240,8,0,0
6,1543175327,8,0,0
6,1543175398,8,0,0
6,1543175415,9,1,0
6,1543175537,8,3,4
6,1543175599,10,2,0
6,1543175790,12,2,0
6,1543175840,11,0,1
6,1543176068,19,10,2
6,1543176266,19,0,0
6,1543176313,19,0,0
6,1543176358,21,2,0
6,1543176424,21,0,0
6,1543176472,21,0,0
6,1543176538,11,0,10
6,1543176589,11,0,0
6,1543176700,11,0,0
6,1543176746,11,0,0
6,1543176788,8,0,3
6,1543176829,7,0,1
6,1543176888,6,0,1
6,1543176960,4,0,2
6,1543176998,2,0,2
6,1543177060,1,0,1
6,1543177125,1,0,0
6,1543177367,1,0,0
6,1543177609,0,0,1
6,1543177852,2,2,0
6,1543177902,2,0,0
6,1543177925,0,0,2
6,1543177973,0,0,0
6,1543178008,0,0,0
6,1543178065,1,1,0
6,1543178108,1,0,0
6,1543178141,1,0,0
6,1543178181,1,0,0
6,1543178284,1,0,0
6,1543178301,1,0,0
6,1543178372,1,0,0
6,1543178406,1,0,0
6,1543178423,1,0,0
6,1543178528,1,0,0
6,1543178581,1,0,0
6,1543178721,10,9,0
6,1543178865,10,0,0
6,1543178895,10,0,0
6,1543178967,11,1,0
6,1543179047,14,3,0
6,1543179136,18,7,3
6,1543179242,18,0,0
6,1543179323,18,0,0
6,1543179383,17,0,1
6,1543179432,16,0,1
6,1543179492,16,0,0
6,1543179525,15,0,1
6,1543179630,6,0,9
6,1543179679,5,0,1
6,1543179751,5,0,0
6,1543179767,4,0,1
6,1543179859,2,0,2
6,1543179874,2,0,0
6,1543179995,2,0,0
6,1543180036,2,0,0
6,1543180092,2,0,0
6,1543180130,2,0,0
6,1543180320,2,0,0
6,1543180385,0,0,2
6,1543181481,3,3,0
6,1543181515,8,5,0
6,1543181750,8,0,0
6,1543181789,8,0,0
6,1543181839,8,0,0
6,1543181898,8,0,0
6,1543181984,8,0,0
6,1543182015,8,0,0
6,1543182079,8,0,0
6,1543182104,8,0,0
6,1543182141,8,0,0
6,1543182175,8,0,0
6,1543182261,8,0,0
6,1543182305,7,0,1
6,1543182357,6,0,1
6,1543182475,6,0,0
6,1543182492,6,0,0
6,1543182531,6,1,1
6,1543182617,10,4,0
6,1543182688,10,0,0
6,1543182734,10,0,0
6,1543182830,9,0,1
6,1543182916,8,0,1
6,1543182953,8,0,0
6,1543183023,0,0,8
6,1543211417,2,2,0
6,1543211459,3,1,0
6,1543211510,4,1,0
6,1543211549,5,1,0
6,1543211608,5,0,0
6,1543211655,6,1,0
6,1543211698,6,0,0
6,1543211723,7,1,0
6,1543211787,7,0,0
6,1543211884,7,0,0
6,1543211897,7,0,0
6,1543211926,8,1,0
6,1543211980,8,0,0
6,1543211988,9,1,0
6,1543212063,9,0,0
6,1543212101,9,0,0
6,1543212166,12,5,2
6,1543212326,12,1,1
6,1543212374,13,1,0
6,1543212429,17,4,0
6,1543212475,16,0,1
6,1543212540,16,0,0
