2018-11-26 04:50:28.510707,1,,,,,,,,,,,
,,,,4,5,6,7,8,9,10,11,12
2018-11-26 05:08:00.228086,2,,,1,"3,31578947368421","7,96363636363636","12,6153846153846","8,93333333333333","6,18421052631579","5,16216216216216","10,8292682926829","10,05"
,,,,,,,,,,,,
2018-11-26 05:08:59.340824,3,,,13,14,15,16,17,18,19,20,
,,,,"10,9469026548673","6,54716981132076","7,14705882352941","9,13432835820896","8,97183098591549","6,53061224489796","4,2","4,53333333333333",
2018-11-26 05:09:32.286176,4,,,,,,,,,,,
,,,,,,,,,,,,
2018-11-26 05:12:12.563480,5,,,,,,,,,,,
,,,,,,,,,,,,
2018-11-26 05:12:20.584585,6,,,,,,,,,,,
,,,,,,,,,,,,
2018-11-26 05:14:06.742477,5,,,,,,,,,,,
,,,,,,,,,,,,
2018-11-26 05:16:03.049372,3,,,,,,,,,,,
,,,,,,,,,,,,
2018-11-26 05:17:38.888473,2,,,,,,,,,,,
,,,,,,,,,,,,
2018-11-26 05:22:49.697577,1,,,,,,,,,,,
,,,,,,,,,,,,
2018-11-26 05:25:01.053782,2,,,,,,,,,,,
,,,,,,,,,,,,
2018-11-26 05:25:01.883692,3,,,,,,,,,,,
,,,,,,,,,,,,
2018-11-26 05:26:01.818028,4,,,,,,,,,,,
,,,,,,,,,,,,
2018-11-26 05:26:51.773045,3,,,,,,,,,,,
,,,,,,,,,,,,
2018-11-26 05:27:58.962100,4,,,,,,,,,,,
,,,,,,,,,,,,
2018-11-26 05:28:13.291940,5,,,,,,,,,,,
,,,,,,,,,,,,
2018-11-26 05:30:44.409796,4,,,,,,,,,,,
,,,,,,,,,,,,
2018-11-26 05:32:41.399009,2,,,,,,,,,,,
,,,,,,,,,,,,
2018-11-26 05:35:56.300285,3,,,,,,,,,,,
,,,,,,,,,,,,
2018-11-26 05:41:41.946496,2,,,,,,,,,,,
,,,,,,,,,,,,
2018-11-26 06:00:34.266439,1,,,,,,,,,,,
,,,,,,,,,,,,
2018-11-26 06:01:52.917100,2,,,,,,,,,,,
,,,,,,,,,,,,
2018-11-26 06:03:59.076457,3,,,,,,,,,,,
,,,,,,,,,,,,
2018-11-26 06:06:51.271213,4,,,,,,,,,,,
,,,,,,,,,,,,
2018-11-26 06:09:59.906509,2,,,,,,,,,,,
,,,,,,,,,,,,
2018-11-26 06:11:58.076326,3,,,,,,,,,,,
,,,,,,,,,,,,
2018-11-26 06:12:57.614964,4,,,,,,,,,,,
,,,,,,,,,,,,
2018-11-26 06:14:01.823293,3,,,,,,,,,,,
,,,,,,,,,,,,
2018-11-26 06:16:04.576673,2,,,,,,,,,,,
,,,,,,,,,,,,
2018-11-26 06:16:21.311337,3,,,,,,,,,,,
,,,,,,,,,,,,
2018-11-26 06:18:14.367876,2,,,,,,,,,,,
,,,,,,,,,,,,
2018-11-26 06:28:46.602603,3,,,,,,,,,,,
,,,,,,,,,,,,
2018-11-26 06:29:21.563172,4,,,,,,,,,,,
,,,,,,,,,,,,
2018-11-26 06:30:39.588972,5,,,,,,,,,,,
,,,,,,,,,,,,
2018-11-26 06:31:46.179105,6,,,,,,,,,,,
,,,,,,,,,,,,
2018-11-26 06:31:54.923416,7,,,,,,,,,,,
,,,,,,,,,,,,
2018-11-26 06:31:54.927565,8,,,,,,,,,,,
,,,,,,,,,,,,
2018-11-26 06:32:05.512879,9,,,,,,,,,,,
,,,,,,,,,,,,
2018-11-26 06:33:23.105912,8,,,,,,,,,,,
,,,,,,,,,,,,
2018-11-26 06:34:39.206059,9,,,,,,,,,,,
,,,,,,,,,,,,
2018-11-26 06:34:55.625057,10,,,,,,,,,,,
,,,,,,,,,,,,
2018-11-26 06:35:12.625235,8,,,,,,,,,,,
,,,,,,,,,,,,
2018-11-26 06:36:51.448103,7,,,,,,,,,,,
,,,,,,,,,,,,
2018-11-26 06:37:30.639758,8,,,,,,,,,,,
,,,,,,,,,,,,
