2018-11-22 05:36:22.948006,2,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2018-11-22 05:36:24.606504,3,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2018-11-22 05:36:24.896547,4,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2018-11-22 05:36:26.042057,5,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2018-11-22 05:36:34.765252,6,,,"13,8865979381443",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2018-11-22 05:48:06.157088,2,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2018-11-22 05:52:28.364529,3,,,,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
,,,,,,,,,,,,,,,,,,,,
2018-11-22 05:54:30.020330,2,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2018-11-22 05:57:17.310538,3,,,,4,4,"6,6",14,8,11,10,10,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2018-11-22 05:57:20.195659,4,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2018-11-22 05:59:01.015544,5,,,,13,14,15,16,17,18,19,20,21,22,,,,,,
,,,,,,,,,,,,,,,,,,,,
2018-11-22 06:01:20.153108,4,,,,12,17,12,12,17,13,10,5,"5,16666666666667",,,,,,,
,,,,,,,,,,,,,,,,,,,,
2018-11-22 06:01:56.228755,5,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2018-11-22 06:02:00.614523,6,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2018-11-22 06:03:01.919837,5,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2018-11-22 06:03:09.130654,6,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2018-11-22 06:04:00.648205,7,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2018-11-22 06:05:31.341073,8,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2018-11-22 06:06:33.538659,7,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2018-11-22 06:08:03.395835,6,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2018-11-22 06:08:09.208339,7,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2018-11-22 06:08:48.255792,6,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2018-11-22 06:08:53.884531,7,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2018-11-22 06:11:18.210570,8,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2018-11-22 06:12:22.982068,7,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2018-11-22 06:13:02.794211,6,,,,,,,,,,,,,,,,,,,
