,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 06:50:17,2,,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
,,,,,,,,,,,,,,,,,,,
2018-11-26 06:50:59,3,,6,15,14,24,11,23,17,25,71,17,20,13,"12,65",16,19,16,15
,,,,,,,,,,,,,,,,,,,
2018-11-26 06:51:50,4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 06:52:29,5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 06:53:28,5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 06:54:15,6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 06:54:58,6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 06:55:23,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 06:56:27,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 06:58:04,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 06:58:17,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 06:58:46,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 06:59:40,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 06:59:48,9,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 07:01:03,9,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 07:01:41,9,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 07:02:46,12,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 07:05:26,12,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 07:06:14,13,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 07:07:09,17,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 07:07:55,16,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 07:09:00,16,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 07:09:28,16,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 07:09:59,18,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 07:11:02,19,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 07:12:05,19,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 07:12:38,19,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 07:13:18,22,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 07:16:02,22,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 07:16:35,22,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 07:17:08,22,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 07:17:28,22,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 07:18:26,22,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 07:18:48,22,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 07:20:22,22,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 07:21:06,22,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 07:22:14,22,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 07:22:52,22,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 07:26:24,13,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 07:27:45,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 07:49:44,5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 07:50:29,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 07:54:39,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 07:55:26,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 07:56:24,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 07:57:13,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 07:58:47,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 07:59:08,10,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 08:00:53,13,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 08:01:44,14,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 08:02:46,15,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 08:03:39,18,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 08:04:48,19,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 08:06:20,19,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 08:06:53,17,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 08:08:42,20,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 08:09:49,20,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 08:10:26,19,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 08:11:36,20,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 08:12:54,18,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 08:14:42,16,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 08:15:33,15,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 08:17:01,14,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 08:18:49,14,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 08:20:00,17,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 08:22:59,18,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 08:24:30,18,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 08:25:06,19,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 08:26:11,19,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 08:26:57,19,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 08:27:36,19,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 08:27:51,17,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 08:29:43,17,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 08:30:28,15,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 08:31:35,10,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 08:32:15,13,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 08:33:30,13,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 08:34:20,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 08:35:02,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 08:36:04,2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 08:37:20,2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 08:43:28,2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 08:49:36,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 08:55:45,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 08:56:23,10,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 08:57:20,12,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 08:58:04,15,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 08:58:56,16,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 09:00:30,19,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 09:01:09,20,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 09:02:14,24,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 09:03:24,24,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 09:04:59,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 09:05:47,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 09:06:28,34,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 09:07:52,36,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 09:08:35,36,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 09:10:46,36,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 09:11:28,35,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 09:15:32,69,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 09:18:39,70,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 09:20:19,65,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 09:22:02,53,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 09:23:51,46,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 09:25:30,39,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 09:26:51,34,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 09:27:56,24,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 09:29:32,22,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 09:30:26,21,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2018-11-26 09:31:51,20,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
