2018-11-22 05:10:01.149774,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 05:11:44.552385,2,,5,6,7,8,9,10,11,12,13,14,15,16,17
,,,,,,,,,,,,,,,
2018-11-22 05:13:26.585631,3,,6,6,9,7,6,4,7,7,6,7,9,6,7
,,,,,,,,,,,,,,,
2018-11-22 05:14:21.455105,4,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 05:15:16.619168,5,,18,19,20,21,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 05:16:21.755708,4,,7,6,5,7,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 05:21:05.684763,3,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 05:22:01.117153,4,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 05:22:33.076706,5,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 05:22:41.833639,6,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 05:25:01.454146,7,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 05:26:01.063178,8,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 05:26:06.838000,7,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 05:26:08.517036,8,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 05:26:51.718326,7,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 05:27:24.008352,8,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 05:27:24.954317,9,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 05:28:11.975157,10,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 05:29:42.239785,9,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 05:30:23.434685,10,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 05:30:53.552263,9,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 05:31:52.257318,8,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 05:32:11.058018,7,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 05:32:18.995034,6,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 05:32:56.003503,5,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 05:34:37.571737,4,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 05:36:04.827326,5,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 05:40:39.986225,4,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 05:42:26.766570,5,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 05:42:34.790879,6,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 05:45:06.332360,5,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 05:46:46.875034,4,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:00:31.992794,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:01:14.461219,2,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:02:44.435528,3,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:06:10.018426,4,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:07:17.364779,3,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:08:13.329796,4,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:10:25.843660,3,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:12:26.884998,2,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:12:36.277192,3,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:16:44.379119,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:19:47.541398,2,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:20:02.593902,3,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:24:36.044871,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:29:44.585122,2,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:29:46.849977,3,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:31:03.058248,4,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:31:29.910093,5,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:31:35.915965,6,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:34:17.121425,5,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:34:20.219218,6,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:34:20.647713,7,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:35:01.185358,8,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:35:47.183387,7,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:37:00.985235,6,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:37:24.983287,5,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:37:29.498839,6,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:37:41.405000,7,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:38:18.575331,8,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:38:36.119408,7,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:40:20.298634,6,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:41:11.002663,7,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:42:07.733583,8,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:42:41.881419,7,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:43:26.006600,8,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:43:43.496039,9,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:45:11.098440,10,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:45:12.998045,11,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:45:40.295530,10,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:46:15.544969,9,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:48:33.525283,6,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:48:39.962345,7,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:48:46.278015,8,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:52:50.698458,9,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:55:01.245276,10,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:55:50.220454,11,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:56:10.014109,12,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:56:39.104395,11,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:59:02.253999,12,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 06:59:31.937611,11,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 07:00:17.091121,9,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 07:01:05.798093,8,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 07:01:31.500653,9,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 07:02:11.515823,10,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 07:02:42.715070,11,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 07:02:50.416261,12,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 07:03:23.959577,13,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 07:03:57.247620,11,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 07:05:41.977492,12,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 07:05:46.013884,11,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 07:06:43.320140,9,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2018-11-22 07:07:07.869868,8,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
